filepath,directory,filename,title,word_count,file_size,last_modified,framework,platforms,content_type,audience,has_frontmatter,internal_links,external_links,relative_links
uwp/debug-test-perf/version-adaptive-code.md,uwp/debug-test-perf,version-adaptive-code.md,Version adaptive code,2649,22767,1758048953.923366,uwp,windows-10,guide,advanced,True,4,0,1
uwp/debug-test-perf/version-adaptive-apps.md,uwp/debug-test-perf,version-adaptive-apps.md,Version adaptive apps,1409,9354,1758048953.9232497,uwp,windows-10,guide,intermediate,True,4,4,1
uwp/debug-test-perf/app-analysis.md,uwp/debug-test-perf,app-analysis.md,App analysis,2930,20262,1758048953.8882267,uwp,windows-10,guide,advanced,True,8,0,2
uwp/debug-test-perf/optimize-file-access.md,uwp/debug-test-perf,optimize-file-access.md,Optimize file access,1786,14663,1758048953.9216413,uwp,windows-10,guide,intermediate,True,1,0,0
uwp/debug-test-perf/device-portal.md,uwp/debug-test-perf,device-portal.md,Windows Device Portal overview,2047,14277,1758048953.8901803,uwp,windows-10,guide,advanced,True,6,4,1
uwp/debug-test-perf/listview-and-gridview-data-optimization.md,uwp/debug-test-perf,listview-and-gridview-data-optimization.md,ListView and GridView data virtualization,1316,10094,1758048953.9208713,uwp,windows-10,guide,intermediate,True,2,1,0
uwp/debug-test-perf/optimize-xaml-loading.md,uwp/debug-test-perf,optimize-xaml-loading.md,Optimize your XAML markup,2669,21489,1758048953.9218984,uwp,windows-10,guide,advanced,True,13,0,5
uwp/debug-test-perf/device-portal-mobile.md,uwp/debug-test-perf,device-portal-mobile.md,Windows Device Portal for Mobile,627,4225,1758048953.8896885,uwp,windows-10,guide,intermediate,True,3,0,0
uwp/debug-test-perf/device-portal-api-core.md,uwp/debug-test-perf,device-portal-api-core.md,Windows Device Portal core REST API reference,12809,80990,1758048953.8888052,uwp,windows-10,reference,intermediate,True,0,1,0
uwp/ui-input/reveal-focus.md,uwp/ui-input,reveal-focus.md,Reveal Focus,1001,9821,1758048954.3298998,uwp,windows-10,guide,intermediate,True,0,6,0
uwp/ui-input/application-view.md,uwp/ui-input,application-view.md,Use the ApplicationView class to show secondary windows for an app,1100,10689,1758048954.3235817,uwp,windows-10,guide,intermediate,True,2,1,0
uwp/ui-input/back-navigation.md,uwp/ui-input,back-navigation.md,Navigation history and backwards navigation,2794,26364,1758048954.323671,uwp,windows-10,guide,intermediate,True,0,0,0
uwp/ui-input/app-window.md,uwp/ui-input,app-window.md,Use the AppWindow class to show secondary windows for an app,4359,44942,1758048954.323516,uwp,windows-10,guide,intermediate,True,4,0,0
uwp/ui-input/index.md,uwp/ui-input,index.md,User interface and input,115,791,1758048954.3297873,uwp,windows-10,overview,intermediate,True,3,0,1
uwp/ui-input/app-navigation.md,uwp/ui-input,app-navigation.md,Peer-to-peer navigation between two pages (UWP),2431,23142,1758048954.3234184,uwp,windows-10,guide,intermediate,True,2,0,0
uwp/ui-input/mica-uwp.md,uwp/ui-input,mica-uwp.md,Use Mica material in UWP apps,1248,18580,1758048954.329845,uwp,"windows-10,windows-11",guide,beginner,True,2,0,0
uwp/ui-input/show-multiple-views.md,uwp/ui-input,show-multiple-views.md,Show multiple views for an app,1176,10590,1758048954.329975,uwp,windows-10,guide,intermediate,True,4,0,0
uwp/ui-input/title-bar.md,uwp/ui-input,title-bar.md,Title bar customization,3114,28345,1758048954.3300495,uwp,"windows-10,windows-11",guide,intermediate,True,1,0,0
uwp/communication/sharing-named-objects.md,uwp/communication,sharing-named-objects.md,Sharing named objects,717,6810,1758048953.704753,uwp,windows-10,guide,intermediate,True,1,0,0
uwp/communication/interprocess-communication.md,uwp/communication,interprocess-communication.md,Interprocess communication (IPC),1281,12636,1758048953.704689,uwp,windows-10,guide,intermediate,True,9,4,7
uwp/updates-and-versions/choose-a-uwp-version.md,uwp/updates-and-versions,choose-a-uwp-version.md,Choose a UWP version,1780,12294,1758048954.3302932,uwp,"windows-10,windows-11",guide,intermediate,True,11,2,11
uwp/updates-and-versions/application-development-for-windows-as-a-service.md,uwp/updates-and-versions,application-development-for-windows-as-a-service.md,App development for Windows as a service,3227,20829,1758048954.330159,uwp,"windows-10,windows-11",guide,intermediate,True,0,5,0
uwp/contacts-and-calendar/selecting-contacts.md,uwp/contacts-and-calendar,selecting-contacts.md,Select contacts,786,8326,1758048953.8658566,uwp,cross-version,guide,intermediate,True,0,1,0
uwp/contacts-and-calendar/my-people-notifications.md,uwp/contacts-and-calendar,my-people-notifications.md,My People notifications,1166,9286,1758048953.8654633,uwp,"windows-10,windows-11",guide,intermediate,True,2,2,1
uwp/contacts-and-calendar/integrating-with-contacts.md,uwp/contacts-and-calendar,integrating-with-contacts.md,Connect your app to actions on a contact card,903,8409,1758048953.8653047,uwp,windows-10,guide,intermediate,True,0,4,0
uwp/contacts-and-calendar/sending-an-sms-message.md,uwp/contacts-and-calendar,sending-an-sms-message.md,Send an SMS message,348,3205,1758048953.8659096,uwp,cross-version,guide,intermediate,True,3,1,1
uwp/contacts-and-calendar/my-people-support.md,uwp/contacts-and-calendar,my-people-support.md,Adding My People support to an application,1663,13794,1758048953.8657887,uwp,"windows-10,windows-11",guide,intermediate,True,9,4,1
uwp/contacts-and-calendar/managing-appointments.md,uwp/contacts-and-calendar,managing-appointments.md,Manage appointments,2233,26000,1758048953.8653896,uwp,windows-10,guide,intermediate,True,0,2,0
uwp/contacts-and-calendar/index.md,uwp/contacts-and-calendar,index.md,Contacts and calendar,520,4166,1758048953.8651423,uwp,windows-10,overview,intermediate,True,8,5,0
uwp/contacts-and-calendar/my-people-sharing.md,uwp/contacts-and-calendar,my-people-sharing.md,My People sharing,839,7136,1758048953.8656845,uwp,"windows-10,windows-11",guide,intermediate,True,2,2,1
uwp/contacts-and-calendar/sending-email.md,uwp/contacts-and-calendar,sending-email.md,Send email,299,2642,1758048953.8659608,uwp,cross-version,guide,intermediate,True,2,0,0
uwp/devices-sensors/pos-barcodescanner.md,uwp/devices-sensors,pos-barcodescanner.md,Barcode Scanner,178,1324,1758048953.9381497,uwp,windows-10,guide,intermediate,True,5,0,2
uwp/devices-sensors/use-the-gyrometer.md,uwp/devices-sensors,use-the-gyrometer.md,Use the gyrometer,840,9017,1758048953.9400997,uwp,cross-version,guide,intermediate,True,0,2,0
uwp/devices-sensors/use-the-orientation-sensor.md,uwp/devices-sensors,use-the-orientation-sensor.md,Use the orientation sensor,1776,20708,1758048953.9403315,uwp,cross-version,guide,advanced,True,0,2,0
uwp/devices-sensors/use-the-compass.md,uwp/devices-sensors,use-the-compass.md,Use the compass,809,8027,1758048953.9400532,uwp,cross-version,guide,intermediate,True,0,1,0
uwp/devices-sensors/bluetooth.md,uwp/devices-sensors,bluetooth.md,Bluetooth,178,1405,1758048953.9248743,uwp,cross-version,guide,intermediate,True,2,0,0
uwp/devices-sensors/enable-device-capabilities.md,uwp/devices-sensors,enable-device-capabilities.md,Enable device capabilities,1335,10482,1758048953.926534,uwp,cross-version,tutorial,intermediate,True,1,0,1
uwp/devices-sensors/pos-camerabarcode-hosting-preview.md,uwp/devices-sensors,pos-camerabarcode-hosting-preview.md,Host a camera barcode scanner preview in a UWP application,321,3343,1758048953.9389536,uwp,windows-10,guide,advanced,True,2,2,2
uwp/devices-sensors/epson-esc-pos-with-formatting.md,uwp/devices-sensors,epson-esc-pos-with-formatting.md,Epson ESC/POS with formatting,432,3224,1758048953.9269705,uwp,cross-version,guide,intermediate,True,0,1,0
uwp/devices-sensors/enumerate-devices-over-a-network.md,uwp/devices-sensors,enumerate-devices-over-a-network.md,Enumerate devices over a network,633,5842,1758048953.926829,uwp,cross-version,guide,advanced,True,1,0,0
uwp/devices-sensors/pos-get-started.md,uwp/devices-sensors,pos-get-started.md,Getting started with Point of Service,1460,11376,1758048953.939273,uwp,cross-version,guide,beginner,True,1,5,0
uwp/devices-sensors/send-or-receive-files-with-rfcomm.md,uwp/devices-sensors,send-or-receive-files-with-rfcomm.md,Bluetooth RFCOMM,2371,24945,1758048953.9396696,uwp,cross-version,guide,advanced,True,0,1,0
uwp/devices-sensors/pos-camerabarcode-enable-disable.md,uwp/devices-sensors,pos-camerabarcode-enable-disable.md,Enable or disable the software decoder for the Camera Barcode Scanner,352,2783,1758048953.938829,uwp,windows-10,guide,intermediate,True,0,4,0
uwp/devices-sensors/pair-devices.md,uwp/devices-sensors,pair-devices.md,Pair devices,1127,9021,1758048953.93757,uwp,windows-10,guide,intermediate,True,0,1,0
uwp/devices-sensors/get-battery-info.md,uwp/devices-sensors,get-battery-info.md,Get battery information,1400,15321,1758048953.927344,uwp,cross-version,guide,intermediate,True,0,0,0
uwp/devices-sensors/pos-basics-enumerating.md,uwp/devices-sensors,pos-basics-enumerating.md,Enumerating PointOfService devices,1384,12567,1758048953.9385781,uwp,cross-version,guide,beginner,True,5,0,0
uwp/devices-sensors/calibrate-sensors.md,uwp/devices-sensors,calibrate-sensors.md,Calibrate sensors,334,2317,1758048953.9250064,uwp,cross-version,guide,intermediate,True,0,0,0
uwp/devices-sensors/pos-barcodescanner-symbologies.md,uwp/devices-sensors,pos-barcodescanner-symbologies.md,Working with barcode scanner symbologies,975,11056,1758048953.9380903,uwp,cross-version,guide,intermediate,True,2,0,0
uwp/devices-sensors/pos-camerabarcode-get-started.md,uwp/devices-sensors,pos-camerabarcode-get-started.md,Get started with camera barcode scanner,938,10234,1758048953.9388964,uwp,windows-10,guide,intermediate,True,4,4,0
uwp/devices-sensors/deploy-scanner-profiles-with-mdm.md,uwp/devices-sensors,deploy-scanner-profiles-with-mdm.md,Deploy barcode scanner profiles with MDM,136,1161,1758048953.926326,uwp,cross-version,guide,intermediate,True,1,0,0
uwp/devices-sensors/use-the-light-sensor.md,uwp/devices-sensors,use-the-light-sensor.md,Use the light sensor,768,7219,1758048953.9402475,uwp,cross-version,guide,intermediate,True,0,1,0
uwp/devices-sensors/pos-camerabarcode-symbologies.md,uwp/devices-sensors,pos-camerabarcode-symbologies.md,Camera barcode scanner symbologies,350,3244,1758048953.9390078,uwp,windows-10,guide,intermediate,True,0,3,0
uwp/devices-sensors/enumerate-devices.md,uwp/devices-sensors,enumerate-devices.md,Enumerate devices,2547,23172,1758048953.92691,uwp,cross-version,guide,advanced,True,8,1,0
uwp/devices-sensors/pos-camerabarcode.md,uwp/devices-sensors,pos-camerabarcode.md,Camera barcode scanner,262,2175,1758048953.939125,uwp,windows-10,guide,advanced,True,7,3,0
uwp/devices-sensors/lighting-dynamic-lamparray.md,uwp/devices-sensors,lighting-dynamic-lamparray.md,Dynamic lighting,1344,10511,1758048953.9375033,uwp,"windows-10,windows-11",guide,intermediate,True,0,6,0
uwp/devices-sensors/pos-basics.md,uwp/devices-sensors,pos-basics.md,Point of Service basics,373,3304,1758048953.9386966,uwp,windows-10,guide,beginner,False,13,4,4
uwp/devices-sensors/pos-camerabarcode-advancedconfig.md,uwp/devices-sensors,pos-camerabarcode-advancedconfig.md,Camera Barcode Scanner Advanced Configuration,530,3845,1758048953.9387586,uwp,windows-10,guide,advanced,True,0,0,0
uwp/devices-sensors/bluetooth-low-energy-overview.md,uwp/devices-sensors,bluetooth-low-energy-overview.md,Bluetooth Low Energy in Universal Windows Platform apps,437,3746,1758048953.9248216,uwp,windows-10,overview,intermediate,True,3,2,0
uwp/devices-sensors/pairing-a-set.md,uwp/devices-sensors,pairing-a-set.md,Pairing a set with the DeviceInformationPairing.Custom property,2013,14784,1758048953.9377425,uwp,cross-version,guide,intermediate,True,0,0,0
uwp/devices-sensors/pos-barcodescanner-software-trigger.md,uwp/devices-sensors,pos-barcodescanner-software-trigger.md,Use a software trigger with a barcode scanner,233,2640,1758048953.9380233,uwp,cross-version,guide,intermediate,True,1,0,0
uwp/devices-sensors/pos-basics-sharing.md,uwp/devices-sensors,pos-basics-sharing.md,PointOfService device sharing,329,2693,1758048953.9386337,uwp,cross-version,guide,intermediate,True,1,0,0
uwp/devices-sensors/pos-basics-deviceobject.md,uwp/devices-sensors,pos-basics-deviceobject.md,PointOfService device objects,490,3515,1758048953.9383352,uwp,windows-10,guide,intermediate,True,4,0,3
uwp/devices-sensors/pos-printer.md,uwp/devices-sensors,pos-printer.md,POSPrinter,113,836,1758048953.939485,uwp,cross-version,guide,beginner,True,3,0,0
uwp/devices-sensors/3d-generate-3mf.md,uwp/devices-sensors,3d-generate-3mf.md,Generate a 3D Manufacturing Format package,1434,11616,1758048953.9241376,uwp,cross-version,guide,intermediate,True,2,4,0
uwp/devices-sensors/print-workflow-customize.md,uwp/devices-sensors,print-workflow-customize.md,Customize the print workflow,2176,17810,1758048953.9395614,uwp,cross-version,guide,beginner,True,0,2,0
uwp/devices-sensors/pos-device-support.md,uwp/devices-sensors,pos-device-support.md,Point of Service Hardware Support,1544,11458,1758048953.9391952,uwp,windows-10,guide,intermediate,True,1,4,0
uwp/devices-sensors/use-the-inclinometer.md,uwp/devices-sensors,use-the-inclinometer.md,Use the inclinometer,807,8567,1758048953.9401524,uwp,cross-version,guide,intermediate,True,0,1,0
uwp/devices-sensors/3d-printing.md,uwp/devices-sensors,3d-printing.md,3D Printing,172,1507,1758048953.9242623,uwp,windows-10,guide,intermediate,True,2,3,0
uwp/devices-sensors/sensors.md,uwp/devices-sensors,sensors.md,Sensors,2154,16811,1758048953.9398303,uwp,cross-version,guide,advanced,True,8,12,0
uwp/devices-sensors/index.md,uwp/devices-sensors,index.md,"Devices, sensors, and power",83,599,1758048953.9374151,uwp,cross-version,overview,intermediate,True,0,0,0
uwp/devices-sensors/aep-service-class-ids.md,uwp/devices-sensors,aep-service-class-ids.md,AEP service class IDs,860,8232,1758048953.9244263,uwp,cross-version,guide,advanced,True,0,1,0
uwp/devices-sensors/gatt-server.md,uwp/devices-sensors,gatt-server.md,Bluetooth GATT Server,1505,13280,1758048953.9272192,uwp,cross-version,guide,intermediate,True,0,0,0
uwp/devices-sensors/device-information-properties.md,uwp/devices-sensors,device-information-properties.md,Device information properties,2007,37906,1758048953.926451,uwp,cross-version,guide,advanced,True,1,0,0
uwp/devices-sensors/pos-magnetic-stripe-reader.md,uwp/devices-sensors,pos-magnetic-stripe-reader.md,Magnetic stripe reader,154,1048,1758048953.9394343,uwp,cross-version,guide,beginner,True,2,0,1
uwp/devices-sensors/pos-basics-capability.md,uwp/devices-sensors,pos-basics-capability.md,PointOfService device capability,225,1754,1758048953.9382029,uwp,cross-version,guide,intermediate,True,0,0,0
uwp/devices-sensors/sensor-orientation.md,uwp/devices-sensors,sensor-orientation.md,Sensor orientation,1219,11593,1758048953.9397526,uwp,cross-version,guide,intermediate,True,0,0,0
uwp/devices-sensors/use-the-accelerometer.md,uwp/devices-sensors,use-the-accelerometer.md,Use the accelerometer,773,8134,1758048953.939951,uwp,cross-version,guide,intermediate,True,0,1,0
uwp/devices-sensors/build-a-device-selector.md,uwp/devices-sensors,build-a-device-selector.md,Build a device selector,989,9146,1758048953.924946,uwp,cross-version,guide,advanced,True,4,0,0
uwp/devices-sensors/pos-camerabarcode-system-requirements.md,uwp/devices-sensors,pos-camerabarcode-system-requirements.md,Camera barcode scanner system requirements,217,1673,1758048953.9390695,uwp,"windows-10,windows-11",guide,intermediate,True,1,3,0
uwp/devices-sensors/host-card-emulation.md,uwp/devices-sensors,host-card-emulation.md,Create an NFC Smart Card app,3674,28808,1758048953.927429,uwp,windows-10,guide,intermediate,True,1,2,1
uwp/devices-sensors/ble-beacon.md,uwp/devices-sensors,ble-beacon.md,Bluetooth LE Advertisements,919,7228,1758048953.9246593,uwp,cross-version,guide,beginner,True,1,1,1
uwp/devices-sensors/point-of-service.md,uwp/devices-sensors,point-of-service.md,Point of Service,138,1154,1758048953.937792,uwp,cross-version,guide,intermediate,True,5,0,0
uwp/devices-sensors/3d-print-from-app.md,uwp/devices-sensors,3d-print-from-app.md,3D printing from your Universal Windows Platform app,1108,10498,1758048953.9242089,uwp,windows-10,tutorial,advanced,True,2,6,0
uwp/devices-sensors/pos-barcodescanner-scan-data.md,uwp/devices-sensors,pos-barcodescanner-scan-data.md,Obtain and understand barcode data,933,8162,1758048953.9379673,uwp,cross-version,guide,intermediate,True,2,0,0
uwp/devices-sensors/pos-magnetic-stripe-reader-data.md,uwp/devices-sensors,pos-magnetic-stripe-reader-data.md,Obtain and understand magnetic stripe data,558,7016,1758048953.9393802,uwp,cross-version,guide,beginner,True,3,0,0
uwp/devices-sensors/enable-usermode-access.md,uwp/devices-sensors,enable-usermode-access.md,"Enable user mode access to GPIO, I2C, and SPI",8429,70568,1758048953.9267232,uwp,windows-10,tutorial,advanced,True,0,12,0
uwp/devices-sensors/pos-basics-claim.md,uwp/devices-sensors,pos-basics-claim.md,PointOfService device claim and enable model,862,9332,1758048953.938273,uwp,cross-version,guide,intermediate,True,2,0,0
uwp/devices-sensors/gatt-client.md,uwp/devices-sensors,gatt-client.md,Bluetooth GATT Client,1435,12470,1758048953.9270887,uwp,cross-version,guide,intermediate,True,1,3,0
uwp/devices-sensors/pos-barcodescanner-configure.md,uwp/devices-sensors,pos-barcodescanner-configure.md,Configure a barcode scanner,381,2608,1758048953.937857,uwp,cross-version,guide,intermediate,True,2,1,0
uwp/launch-resume/create-and-register-a-background-task.md,uwp/launch-resume,create-and-register-a-background-task.md,Create and register an out-of-process background task,2290,21791,1758048954.2214198,uwp,windows-10,guide,intermediate,True,16,4,2
uwp/launch-resume/set-conditions-for-running-a-background-task.md,uwp/launch-resume,set-conditions-for-running-a-background-task.md,Set conditions for running a background task,918,9990,1758048954.2390578,uwp,windows-10,guide,intermediate,True,14,0,0
uwp/launch-resume/register-a-background-task.md,uwp/launch-resume,register-a-background-task.md,Register a background task,1798,15968,1758048954.2377229,uwp,windows-10,guide,intermediate,True,15,0,0
uwp/launch-resume/connected-apps-and-devices.md,uwp/launch-resume,connected-apps-and-devices.md,Connected apps and devices (Project Rome),517,3486,1758048954.2206385,uwp,windows-10,guide,intermediate,True,6,1,0
uwp/launch-resume/convert-out-of-process-background-task.md,uwp/launch-resume,convert-out-of-process-background-task.md,Port an out-of-process background task to an in-process background task,196,1913,1758048954.2209642,uwp,windows-10,guide,intermediate,True,0,1,0
uwp/launch-resume/reduce-memory-usage.md,uwp/launch-resume,reduce-memory-usage.md,Reduce memory usage when your app moves to the background state,1816,14262,1758048954.237601,uwp,windows-10,guide,intermediate,True,1,2,1
uwp/launch-resume/how-to-launch-an-app-for-results.md,uwp/launch-resume,how-to-launch-an-app-for-results.md,Launch an app for results,1439,13577,1758048954.2231042,uwp,windows-10,guide,beginner,True,0,0,0
uwp/launch-resume/create-adaptive-tiles.md,uwp/launch-resume,create-adaptive-tiles.md,Create adaptive tiles,4133,46800,1758048954.2211738,uwp,windows-10,guide,beginner,True,16,4,0
uwp/launch-resume/group-background-tasks.md,uwp/launch-resume,group-background-tasks.md,Group background task registration,691,6248,1758048954.2224317,uwp,windows-10,guide,intermediate,True,0,0,0
uwp/launch-resume/creating-tiles.md,uwp/launch-resume,creating-tiles.md,Tiles for Windows apps,537,4468,1758048954.2219088,uwp,windows-10,guide,intermediate,True,2,0,0
uwp/launch-resume/create-and-host-a-package-extension.md,uwp/launch-resume,create-and-host-a-package-extension.md,Create and host a package extension,885,7036,1758048954.221278,uwp,windows-11,guide,intermediate,True,2,0,2
uwp/launch-resume/extend-your-app-with-services-extensions-packages.md,uwp/launch-resume,extend-your-app-with-services-extensions-packages.md,"Extend your app with services, extensions, and packages",1257,9811,1758048954.2223508,uwp,windows-10,guide,advanced,True,2,0,0
uwp/launch-resume/create-and-register-a-winmain-background-task.md,uwp/launch-resume,create-and-register-a-winmain-background-task.md,Create and register a win32 background task,3413,37547,1758048954.2215137,uwp,windows-10,guide,intermediate,True,12,1,1
uwp/launch-resume/multi-instance-uwp.md,uwp/launch-resume,multi-instance-uwp.md,Create a multi-instance Universal Windows App,1408,11426,1758048954.2373993,uwp,windows-10,guide,intermediate,True,2,3,0
uwp/launch-resume/secondary-tiles-pinning.md,uwp/launch-resume,secondary-tiles-pinning.md,Pin secondary tiles to Start,1014,7289,1758048954.2388127,uwp,windows-10,guide,intermediate,True,7,1,0
uwp/launch-resume/adaptive-tiles-schema.md,uwp/launch-resume,adaptive-tiles-schema.md,Adaptive tile schema and templates,321,2436,1758048954.217025,uwp,windows-10,guide,intermediate,True,3,0,0
uwp/launch-resume/splash-screens.md,uwp/launch-resume,splash-screens.md,Splash screens,308,2106,1758048954.239176,uwp,windows-10,guide,intermediate,True,2,0,0
uwp/launch-resume/resume-an-app.md,uwp/launch-resume,resume-an-app.md,Handle app resume,623,4806,1758048954.2380176,uwp,windows-10,guide,intermediate,True,3,0,0
uwp/launch-resume/handle-a-cancelled-background-task.md,uwp/launch-resume,handle-a-cancelled-background-task.md,Handle a cancelled background task,1752,17187,1758048954.2225823,uwp,windows-10,guide,intermediate,True,15,6,0
uwp/launch-resume/how-to-create-an-extension.md,uwp/launch-resume,how-to-create-an-extension.md,Create and host an app extension,3834,28900,1758048954.222847,uwp,windows-10,guide,advanced,True,7,5,2
uwp/launch-resume/suspend-an-app.md,uwp/launch-resume,suspend-an-app.md,Handle app suspend,888,7045,1758048954.2393603,uwp,windows-10,guide,intermediate,True,6,0,0
uwp/launch-resume/launch-a-remote-app.md,uwp/launch-resume,launch-a-remote-app.md,Launch an app on a remote device,854,6112,1758048954.2371626,uwp,windows-10,guide,intermediate,True,3,1,0
uwp/launch-resume/run-minimized-with-extended-execution.md,uwp/launch-resume,run-minimized-with-extended-execution.md,Postpone app suspension with extended execution,2488,19618,1758048954.2383585,uwp,windows-10,guide,advanced,True,7,7,4
uwp/launch-resume/run-in-the-background-indefinetly.md,uwp/launch-resume,run-in-the-background-indefinetly.md,Run in the background indefinitely,881,7759,1758048954.2382786,uwp,cross-version,guide,intermediate,True,6,0,5
uwp/launch-resume/secondary-tiles-guidance.md,uwp/launch-resume,secondary-tiles-guidance.md,Secondary tiles design guidance,657,4331,1758048954.238626,uwp,windows-10,guide,intermediate,True,7,0,0
uwp/launch-resume/add-a-splash-screen.md,uwp/launch-resume,add-a-splash-screen.md,Add a splash screen,662,4542,1758048954.2171185,uwp,windows-10,guide,intermediate,True,2,0,0
uwp/launch-resume/how-to-create-and-consume-an-app-service.md,uwp/launch-resume,how-to-create-and-consume-an-app-service.md,Create and Consume an App Service,3908,30825,1758048954.2229667,uwp,windows-10,guide,intermediate,True,3,3,0
uwp/launch-resume/special-tile-templates-catalog.md,uwp/launch-resume,special-tile-templates-catalog.md,Special tile templates,1351,10860,1758048954.2391295,uwp,windows-10,guide,intermediate,True,6,5,0
uwp/launch-resume/debug-a-background-task.md,uwp/launch-resume,debug-a-background-task.md,Debug a background task,1238,9602,1758048954.2221172,uwp,windows-10,guide,intermediate,True,7,0,0
uwp/launch-resume/auto-launching-with-autoplay.md,uwp/launch-resume,auto-launching-with-autoplay.md,Auto-launching with AutoPlay,4688,36100,1758048954.2173715,uwp,windows-10,tutorial,intermediate,True,2,0,2
uwp/launch-resume/declare-background-tasks-in-the-application-manifest.md,uwp/launch-resume,declare-background-tasks-in-the-application-manifest.md,Declare background tasks in the application manifest,927,9985,1758048954.2221906,uwp,windows-10,guide,intermediate,True,4,2,0
uwp/launch-resume/primary-tile-apis.md,uwp/launch-resume,primary-tile-apis.md,Primary tile API's,752,5419,1758048954.2374778,uwp,windows-10,reference,intermediate,True,1,1,0
uwp/launch-resume/guidelines-for-background-tasks.md,uwp/launch-resume,guidelines-for-background-tasks.md,Guidelines for background tasks,1462,11960,1758048954.222508,uwp,windows-10,guide,advanced,True,22,0,3
uwp/launch-resume/create-and-register-an-inproc-background-task.md,uwp/launch-resume,create-and-register-an-inproc-background-task.md,Create and register an in-process background task,1043,9522,1758048954.2217317,uwp,windows-10,guide,intermediate,True,17,0,1
uwp/launch-resume/index.md,uwp/launch-resume,index.md,"Launching, resuming, and background tasks",1883,14057,1758048954.237085,uwp,windows-10,overview,intermediate,True,48,0,2
uwp/launch-resume/useractivities-best-practices.md,uwp/launch-resume,useractivities-best-practices.md,User Activities best practices,1828,11636,1758048954.2398055,uwp,cross-version,guide,intermediate,True,1,3,0
uwp/launch-resume/handle-app-prelaunch.md,uwp/launch-resume,handle-app-prelaunch.md,Handle app prelaunch,1431,11198,1758048954.2226615,uwp,"windows-10,windows-11",guide,intermediate,True,2,0,0
uwp/launch-resume/launch-ringtone-picker.md,uwp/launch-resume,launch-ringtone-picker.md,ms-tonepicker scheme,1173,9026,1758048954.2372308,uwp,windows-10,guide,intermediate,True,0,0,0
uwp/launch-resume/useractivities.md,uwp/launch-resume,useractivities.md,"Continue user activity, even across devices",1554,12858,1758048954.2399487,uwp,windows-10,guide,intermediate,True,0,9,0
uwp/launch-resume/monitor-background-task-progress-and-completion.md,uwp/launch-resume,monitor-background-task-progress-and-completion.md,Monitor background task progress and completion,1122,12118,1758048954.2373009,uwp,windows-10,guide,intermediate,True,15,4,0
uwp/launch-resume/console-uwp.md,uwp/launch-resume,console-uwp.md,Create a Universal Windows Platform console app,769,6247,1758048954.2207203,uwp,windows-10,guide,intermediate,True,4,3,2
uwp/launch-resume/tile-toast-language-scale-contrast.md,uwp/launch-resume,tile-toast-language-scale-contrast.md,"Tile and toast notification support for language, scale, and high contrast",699,5991,1758048954.2395093,uwp,windows-10,guide,intermediate,True,1,0,0
uwp/launch-resume/sending-a-local-tile-notification.md,uwp/launch-resume,sending-a-local-tile-notification.md,Send a local tile notification,1343,11898,1758048954.2389848,uwp,windows-10,guide,intermediate,True,6,8,0
uwp/launch-resume/chaseable-tile-notifications.md,uwp/launch-resume,chaseable-tile-notifications.md,Chaseable tile notifications,1342,11959,1758048954.2174468,uwp,windows-10,guide,intermediate,True,1,0,0
uwp/launch-resume/run-a-background-task-on-a-timer-.md,uwp/launch-resume,run-a-background-task-on-a-timer-.md,Run a background task on a timer,1221,10231,1758048954.2381933,uwp,windows-10,guide,intermediate,True,22,3,2
uwp/launch-resume/secondary-tiles-pin-to-taskbar.md,uwp/launch-resume,secondary-tiles-pin-to-taskbar.md,Pin secondary tiles to taskbar,1380,11011,1758048954.2387269,uwp,windows-10,guide,intermediate,True,5,0,0
uwp/launch-resume/support-your-app-with-background-tasks.md,uwp/launch-resume,support-your-app-with-background-tasks.md,Support your app with background tasks,2064,18257,1758048954.2392733,uwp,windows-10,guide,advanced,True,34,0,2
uwp/launch-resume/communicate-with-a-remote-app-service.md,uwp/launch-resume,communicate-with-a-remote-app-service.md,Communicate with a remote app service,731,6325,1758048954.2205858,uwp,windows-10,guide,intermediate,True,7,3,0
uwp/launch-resume/convert-app-service-in-process.md,uwp/launch-resume,convert-app-service-in-process.md,Convert an app service to run in the same process as its host app,556,5084,1758048954.2209144,uwp,windows-10,guide,intermediate,True,1,0,0
uwp/launch-resume/remote-sessions.md,uwp/launch-resume,remote-sessions.md,Connect devices through remote sessions,1722,14994,1758048954.2378643,uwp,windows-10,guide,intermediate,True,1,2,0
uwp/launch-resume/app-lifecycle.md,uwp/launch-resume,app-lifecycle.md,Universal Windows Platform (UWP) application lifecycle,3852,27248,1758048954.2172055,uwp,windows-10,guide,intermediate,True,14,5,2
uwp/launch-resume/update-a-live-tile-from-a-background-task.md,uwp/launch-resume,update-a-live-tile-from-a-background-task.md,Update a live tile from a background task,1239,10987,1758048954.239655,uwp,windows-10,guide,intermediate,True,2,0,0
uwp/launch-resume/tile-schema.md,uwp/launch-resume,tile-schema.md,Tile content schema,3416,22777,1758048954.2394238,uwp,windows-10,guide,intermediate,True,4,2,0
uwp/launch-resume/hosted-apps.md,uwp/launch-resume,hosted-apps.md,Create hosted apps,1808,15400,1758048954.2227836,uwp,windows-10,guide,intermediate,True,2,2,2
